Question,Answer
"5. Fill the blanks with suitable options?
BETWEEN ______ AND ______
a) Upper and lower limit
b) Lower and upper limit
c) Upper and upper limit
d) None of the mentioned
View Answer","Answer: b
Explanation: None."
"6. What will be the output of the following MySQL statement?a) All employees between 2007 and 2005
b) All employees from 2007 to 2005
c) Empty set
d) None of the mentioned
View Answer","Answer: d
Explanation: No query can have a date which is greater than ‘2007-01-01’ but less than ‘2005-01-01."
"7. What will be the output of the following MySQL statement?a) Only those details will be shown whose as available balance form 3000 to 5000
b) Only those details will be shown whose available balance is more than 3000
c) Only those details will be shown whose available balance is less than 5000
d) None of the mentioned
View Answer","Answer: a
Explanation: None."
"8. Which among the following operators is/are belongs to “Inequality conditions”?
a) <>
b) !=
c) =
d) Both <> and !=
View Answer","Answer: d
Explanation: None."
"9. Which among the following operators is/are belongs to “Equality conditions”?
a) <>
b) !=
c) =
d) >/<
View Answer","Answer: c
Explanation: None."
"10. Which among the following operators is/are belongs to “Range conditions”?
a) <>
b) !=
c) =
d) >/<
View Answer","Answer: d
Explanation: None."
"1. Find the error in the following MySQL statement?a) Yes
b) No
c) Range too high to compare
d) None of the mentioned
View Answer","Answer: b
Explanation: In the following query, there will be no error in executing as 5000-00-000 AND 9999-999-000 is “string ranges”."
"2. What will be the output of the following MySQL statement?a) Only those values are selected whose product_id is either ‘sav’, ‘chd’, ‘mm’
b) Only those values are selected whose product_id is either ‘sav’’
c) Only those values are selected whose product_id is either ‘sav’, ‘chd’
d) All of the mentioned
View Answer","Answer: a
Explanation: “IN” operator is used to combine the expressions."
"3. What will be the output of the following MySQL statement?a) Only those values are selected whose product_id does not belong to either ‘sav’, ‘chd’, ‘mm’
b) Only those values are selected whose product_id does not belong to either ‘sav’’
c) Only those values are selected whose product_id does not belong to either ‘sav’, ‘chd’
d) All of the mentioned
View Answer","Answer: a
Explanation: “NOT IN” worked opposite of “IN” operator."
"4. Consider a database name “Sanfoundry” whose attributes are intern_id (primary key), subject.
Intern_id = {1, 2, 3, 4, 5, 6}
Subject = {sql, oop, sql, oop, c, c++}
If these are one to one relation then what will be the output of the following MySQL statement?a) {5, 6}
b) {1, 2, 3}
c) {3, 4}
d) None of the mentioned
View Answer","Answer: a
Explanation: Only those value whose subjects are c and c++."
"5. Consider a database name “Sanfoundry” whose attributes are intern_id (primary key), subject.
Intern_id= {1, 2, 3, 4, 5, 6}
Subject= {sql, oop, sql, oop, c, c++}
If these are one to one relation then what will be the output of the following MySQL statement?a) {5, 6}
b) {1, 2, 3}
c) {3, 4}
d) None of the mentioned
View Answer","Answer: d
Explanation: Only those value whose subjects are not c and c++ therefore answer is {1, 2, 3, 4}."
"6. Consider a database name “Sanfoundry” whose attributes are intern_id (primary key), subject, subject_value.
Intern_id = {1, 2, 3, 4, 5, 6}
Subject = {sql, oop, sql, oop, c, c++}
Subject_value = {0, 0, 1, 1, 2, 2, 3, 3}
If these are one to one relation then what will be the output of the following MySQL statement?a) {5, 6}
b) {1, 2, 3}
c) {3, 4}
d) None of the mentioned
View Answer","Answer: a
Explanation: Only those value will be selected whose subjects are c and c++. In the sub query subject_value=3 which belongs to subject {c, c++} after that this subject belong to intern_id {5, 6)."
"7. Consider a database name “Sanfoundry” whose attributes are intern_id (primary key), subject, subject_value.
Intern_id = {1, 2, 3, 4, 5, 6}
Subject = {sql, oop, sql, oop, c, c++}
Subject_value = {0, 0, 1, 1, 2, 2, 3, 3}
If these are one to one relation then what will be the output of the following MySQL statement?a) {5, 6}
b) {1, 2, 3}
c) {3, 4}
d) {1, 2, 3, 4, 5, 6}
View Answer","Answer: d
Explanation: Only those value will be selected whose subjects are c, c++, sql, oop. In the sub query subject_value=3 OR 2 which belongs to subject {c, c++, sql, oop} after that this subject belong to intern_id (1, 2, 3, 4, 5, 6)."
"8. Consider a database name “Sanfoundry” whose attributes are intern_id (primary key), subject.
Intern_id = {1, 2, 3, 4, 5, 6}
Subject = {sql, oop, sql, oop, c, c++}
If these are one to one relation then what will be the output of the following MySQL statement?a) {5, 6}
b) {1, 2, 3}
c) {3, 4}
d) {1, 4}
View Answer","Answer: d
Explanation: Only those value whose subjects are not {c, c++, oop} therefore answer is {1, 4}."
"9. Consider a database name “Sanfoundry” whose attributes are intern_id (primary key), subject.
Intern_id = {1, 2, 3, 4, 5, 6}
Subject = {sql, oop, sql, oop, c, c++}
If these are one to one relation then what will be the output of the following MySQL statement?a) {5, 6}
b) {1, 2, 3}
c) {3, 4}
d) {2, 4, 5, 6}
View Answer","Answer: d
Explanation: Only those value whose subjects are {c, c++, oop} therefore answer is {2, 4, 5, 6}."
"10. Consider a database name “Sanfoundry” whose attributes are intern_id (primary key), subject.
Intern_id = {1, 2, 3, 4, 5, 6}
Subject = {sql, oop, sql, oop, c, c++}
If these are one to one relation then what will be the output of the following MySQL statement?a) {5, 6}
b) {1, 2, 3}
c) {3, 4}
d) Empty set
View Answer","Answer: d
Explanation: None."
"1. What will be the output of the following MySQL statement?a) Only those employees are selected whose last name started with ‘T’
b) Only those employees are selected whose last name started with other than ‘T’
c) All of the mentioned
d) None of the mentioned
View Answer","Answer: a
Explanation: None."
"2. What will be the output of the following MySQL statement?a) Only those employees are selected whose last name started with ‘F’
b) Only those employees are selected whose last name started with other than ‘F’
c) All of the mentioned
d) None of the mentioned
View Answer","Answer: a
Explanation: None."
"3. What will be the output of the following MySQL statement?a) Only those employees are selected whose first name started with ‘F’
b) Only those employees are selected whose first name started with other than ‘F’
c) All of the mentioned
d) None of the mentioned
View Answer","Answer: a
Explanation: None."
"4. What will be the output of the following MySQL statement?a) Only those employees are selected whose first name and last name started with ‘F’
b) Only those employees are selected whose first name started with ‘F’ but last name can be starts with any other letter
c) Only those employees are selected whose first name and last name started with any other letter except ‘F’
d) None of the mentioned
View Answer","Answer: a
Explanation: None."
"5. What will be the output of the following MySQL statement?a) All employees whose last name start with any letter but second letter should be ‘a’
b) All employees whose last name start with any letter but contain at least one ‘e’ in his name
c) All employees whose last name should have letter ‘a’ in second position and at least one ‘e’ in his name
d) All of the mentioned
View Answer","Answer: d
Explanation: None."
"6. What will be the output of the following MySQL statement?a) All employees whose last name should started with ‘F’
b) All employees whose last name end with ‘T’
c) All employees whose last name should started with ‘F’ and end with ‘T’
d) None of the mentioned
View Answer","Answer: c
Explanation: None."
"7. What will be the output of the following MySQL statement?a) All employees whose last name should started with ‘F’ and end with ‘T’
b) All employees whose last name start with ‘T’ and end with ‘F’
c) All employees whose last name should started with ‘F’ and end with ‘F’
d) None of the mentioned
View Answer","Answer: a
Explanation: None."
"8. What will be the output of the following MySQL statement?a) All employees whose last name should contain substring “bas”
b) All employees whose first name should contain substring “bbs”
c) All employees whose last name should contain substring “bas” or first name should contain substring “bbs”
d) None of the mentioned
View Answer","Answer: c
Explanation: None."
"9. What will be the output of the following MySQL statement?a) All employees whose last name contain ‘t’ in the second position
b) All employees whose last name contains ‘f’ in the fourth position
c) All employees whose last name contains ‘n’ in second last position
d) All of the mentioned
View Answer","Answer: d
Explanation: None."
"1. What is the meaning of “NULL” in Mysql?
a) Not applicable
b) Value not yet known
c) Value undefined
d) All of the mentioned
View Answer","Answer: d
Explanation: None."
